inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,15,1,3,10,0.7454545454545454,2.8209821701049806,0
50,15,1,2,10,0.4545454545454545,2.834790277481079,1
60,15,1,1,10,-0.24848484848484845,2.832018995285034,1
70,35,2,1,35,0.6242424242424242,3.09484121799469,1
90,15,1,3,10,0.2121212121212121,2.839441704750061,2
60,35,2,1,10,0.2727272727272727,2.8956393957138062,2
70,35,2,3,25,0.28484848484848485,3.526498007774353,2
60,20,2,2,10,-0.19999999999999998,2.8441993951797486,3
50,20,1,2,25,0.19999999999999998,3.0972962379455566,3
60,20,1,2,20,0.01818181818181818,2.846263384819031,3
