inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,35,1,4,25,0.5757575757575757,3.130036497116089,0
70,15,1,4,25,0.7939393939393938,3.2016224384307863,0
70,10,1,3,35,0.4666666666666666,3.0268437385559084,0
90,15,1,3,35,0.4787878787878787,3.1282326698303224,0
70,15,2,4,10,0.41818181818181815,2.873804306983948,0
60,5,1,2,5,0.2727272727272727,2.7530616998672484,0
90,15,1,3,5,-0.13939393939393938,2.7391607999801635,0
90,25,2,2,5,0.406060606060606,2.7861280918121336,0
90,5,2,2,5,-0.24848484848484845,2.7530781745910646,1
60,15,3,4,15,0.6969696969696969,4.007214093208313,1
