innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
239,17410584,235,270279125,116563490,361256631,126101,896665295,0,39,14633423944,8055,1649406958,113,66728394,noblob,6138,52051674,92,745199,398.29,246.92204689979553,"[180, 50, 100000, 4, 0.5]",1
96,17410584,235,435832313,116563490,976912190,47340,896665295,0,39,12948353977,8055,3509838636,122,66728394,noblob,9917,52051674,92,677121,397.08,252.02827525138855,"[180, 50, 100000, 4, 0.5]",1
96,17410584,235,435832313,116563490,976912190,113170,104841378,0,8,14914137140,16438,2965444081,63,97079734,noblob,4468,1475231,32,745199,393.03,244.44573760032654,"[180, 50, 100000, 4, 0.5]",1
96,17410584,235,435832313,116563490,976912190,113170,992976003,0,39,14914137140,8055,109477121,63,97079734,noblob,6620,1475231,41,677121,392.71,247.14391350746155,"[180, 50, 100000, 4, 0.5]",1
96,17410584,235,435832313,116563490,976912190,113170,992976003,0,39,12948353977,8055,109477121,63,97079734,noblob,6620,47964596,41,677121,392.66,248.50507640838623,"[180, 50, 100000, 4, 0.5]",1
96,17410584,235,435832313,116563490,976912190,47340,896665295,0,39,12948353977,8055,1649406958,76,66728394,noblob,9917,52051674,92,677121,391.58,250.10678601264954,"[180, 50, 100000, 4, 0.5]",1
96,17410584,235,435832313,99355875,976912190,47340,546786835,0,8,12948353977,8055,339526214,76,66728394,noblob,9534,14559473,72,677121,391.43,249.1538212299347,"[180, 50, 100000, 4, 0.5]",1
239,430719172,329,270279125,64321638,361256631,47340,104841378,0,60,14430349626,16438,1649406958,122,66728394,noblob,9917,52051674,32,562735,391.02,253.09906649589539,"[180, 50, 100000, 4, 0.5]",1
96,17410584,235,435832313,116563490,976912190,113170,896665295,0,8,12948353977,16438,2923684474,76,97079734,noblob,4468,1475231,92,745199,390.99,256.09435415267944,"[180, 50, 100000, 4, 0.5]",1
239,93574513,235,270279125,116563490,361256631,47340,896665295,2,8,14633423944,12898,2965444081,34,33885492,noblob,9534,14559473,92,745199,390.74,251.1876609325409,"[180, 50, 100000, 4, 0.5]",1
96,93574513,235,179581721,116563490,976912190,47340,896665295,2,39,12948353977,8401,339526214,76,33885492,noblob,3886,14559473,92,921896,389.98,251.1828863620758,"[180, 50, 100000, 4, 0.5]",1
96,17410584,329,435832313,116563490,531212650,47340,104841378,0,86,10612231370,25736,1649406958,29,66728394,minimal,4892,14559473,92,677121,388.87,249.69445157051086,"[180, 50, 100000, 4, 0.5]",1
96,17410584,235,435832313,116563490,976912190,47340,896665295,0,39,12948353977,8055,1649406958,122,66728394,noblob,9917,52051674,92,677121,388.57,255.30367636680603,"[180, 50, 100000, 4, 0.5]",1
239,93574513,329,270279125,99355875,890822069,47340,546786835,2,8,14165774196,8401,339526214,34,33885492,noblob,9534,14559473,72,346100,388.2,245.58499693870544,"[180, 50, 100000, 4, 0.5]",1
239,93574513,235,270279125,116563490,361256631,69042,896665295,0,39,14633423944,12898,2965444081,113,33885492,noblob,9917,52051674,92,745199,388.14,252.27810859680176,"[180, 50, 100000, 4, 0.5]",1
96,17410584,235,435832313,116563490,976912190,113170,617204045,0,39,12948353977,8055,109477121,63,97079734,noblob,6620,1475231,41,677121,388.11,252.56042742729187,"[180, 50, 100000, 4, 0.5]",1
497,17410584,235,435832313,116563490,976912190,113170,992976003,0,39,14914137140,8055,109477121,54,26891314,noblob,6620,47964596,41,914149,388.0,246.95091843605042,"[180, 50, 100000, 4, 0.5]",1
239,93574513,329,1007010064,116563490,361256631,18619,104841378,0,72,10612231370,12780,2965444081,29,66728394,noblob,4468,52051674,32,520262,387.04,246.6180760860443,"[180, 50, 100000, 4, 0.5]",1
96,17410584,235,435832313,116563490,976912190,113170,617204045,0,39,12948353977,8055,109477121,54,26891314,noblob,6620,47964596,41,677121,386.77,248.0443787574768,"[180, 50, 100000, 4, 0.5]",1
467,128014651,329,1007010064,116563490,976912190,124675,104841378,0,39,10612231370,12780,109477121,29,74561058,noblob,4892,47964596,27,677121,386.26,249.64114236831665,"[180, 50, 100000, 4, 0.5]",1
