time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.4545454545454545,42.70617835521698,0
30,30,15000,8,0.5,0.6727272727272726,44.34377408027649,0
30,35,25000,6,0.5,0.8909090909090909,50.30637230873108,0
30,45,15000,4,0.5,0.6484848484848483,43.90781872272491,0
30,35,25000,4,0.5,0.7696969696969697,45.06643784046173,0
45,35,40000,8,0.5,0.9515151515151514,81.66871557235717,0
30,30,25000,10,0.5,0.8181818181818182,56.529111933708194,1
35,35,25000,4,0.5,0.8060606060606059,50.342144632339476,1
30,25,25000,8,0.5,0.29696969696969694,48.98973093032837,1
30,35,40000,4,0.6,0.5878787878787878,52.85782709121704,2
