innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
159,706364821,23049,1059945725,90833333,268523247,84708,471121962,0,8,11235602239,21612,203073782,109,111786825,noblob,1545,54858935,58,749345,325.8,49.67046594619751,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
642,900200189,10305,223328344,44323604,258490603,123940,510957688,2,28,11456475826,28962,3335307653,46,52851106,full,964,105916728,67,415190,319.02,47.33624839782715,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
159,430719172,10305,1059945725,64321638,268523247,102652,510957688,0,28,11235602239,28962,203073782,78,111786825,full,1545,54858935,58,749345,316.23,49.432321310043335,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
642,900200189,10305,1059945725,90833333,258490603,84708,510957688,2,28,11456475826,28962,203073782,110,52851106,full,1545,131606259,42,745722,316.14,49.28089213371277,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
159,297095218,3992,1059945725,44323604,542179483,84708,471121962,0,74,11456475826,10539,3335307653,94,99124164,full,1545,54858935,67,464949,315.81,47.975783348083496,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
642,900200189,10305,223328344,44323604,542179483,123940,471121962,0,28,13953545455,10539,203073782,78,52851106,full,1545,54858935,43,464949,315.36,50.99725294113159,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
159,706364821,23049,322984526,90833333,268523247,123940,471121962,0,66,13953545455,10539,203073782,78,52851106,noblob,1545,54858935,58,749345,314.23,52.169639587402344,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
642,900200189,10305,1059945725,44323604,268523247,123940,969145095,0,8,11456475826,28962,4191787741,46,52851106,minimal,964,58144614,67,464949,313.92,55.504462003707886,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
960,706364821,26622,210408683,57538589,706620383,91780,129976806,0,22,11235602239,21612,3448408806,109,120392546,noblob,8457,56511802,58,749345,313.55,50.35705089569092,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
290,706364821,23049,1059945725,71028140,268523247,84708,969145095,0,8,11235602239,21612,2492573366,109,111786825,noblob,4135,54858935,58,534425,313.42,48.98152756690979,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
245,706364821,3478,1046105616,6043716,43030451,123940,544924851,0,53,13450076659,21612,2065403999,46,120083843,noblob,3063,56511802,51,465979,312.33,47.9807984828949,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
642,900200189,10305,223328344,44323604,258490603,123940,510957688,2,28,11456475826,28962,3335307653,46,52851106,full,964,105916728,67,745722,312.16,49.168121337890625,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
642,430719172,10305,223328344,64321638,258490603,123940,510957688,2,28,14430349626,28962,203073782,78,52851106,full,1545,54858935,67,464949,310.94,49.35929012298584,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
245,445187368,3478,1046105616,6043716,338570872,123940,544924851,0,53,13450076659,12151,2065403999,46,81057496,minimal,8457,56511802,91,465979,310.67,49.20728778839111,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
642,900200189,10305,223328344,44323604,542179483,123940,510957688,0,28,11456475826,28962,4191787741,46,52851106,full,964,54858935,67,464949,310.57,48.822890520095825,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
159,297095218,23049,1059945725,44323604,542179483,84708,471121962,0,28,11456475826,10539,3335307653,46,99124164,full,1545,54858935,67,464949,310.48,48.590166091918945,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
290,521912402,12160,451439443,71028140,756225879,85664,969145095,2,11,11807252267,10883,2492573366,114,131077692,minimal,4135,84176682,46,534425,310.42,48.80703377723694,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
290,706364821,23049,1059945725,44323604,268523247,123940,969145095,0,8,11456475826,28962,2492573366,46,111786825,minimal,4135,105916728,58,534425,310.37,49.762510776519775,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
642,900200189,10305,223328344,44323604,258490603,123940,556186330,2,28,13953545455,29938,3335307653,42,52851106,full,8002,105916728,43,745722,310.33,48.23671054840088,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
274,706364821,3478,61667122,6043716,210668574,39913,205374220,0,53,14814140617,21612,1327566012,46,120083843,noblob,3063,21301168,99,349216,310.01,48.036693811416626,"[30, 35, 25000, 6, 0.5]",0.8909090909090909
