inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,35,1,1,10,0.49090909090909085,2.829924535751343,0
80,20,1,1,10,0.22424242424242422,2.8058536767959597,0
50,35,1,1,10,0.5151515151515151,2.832237434387207,0
60,20,3,4,10,0.6969696969696969,3.2571197748184204,0
60,20,1,4,15,0.5636363636363636,2.9139475584030152,0
50,35,1,1,5,-0.07878787878787878,2.7650568008422853,0
50,10,1,1,10,0.07878787878787878,2.777875280380249,0
50,35,2,4,10,0.5636363636363636,2.9911909103393555,0
60,20,1,1,10,0.04242424242424241,2.771990990638733,0
50,20,1,1,10,-0.0303030303030303,2.778211736679077,1
