maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
14400,91,2029,28981,59114,55,309,true,29017,true,410585,38732,25979,true,23321,8149,58097,966,75328,4,1206.51,15.063694715499878,"[10, 40, 15, True]",0.5975609756097561
18857,320,22728,29307,74433,237,459,false,1862,true,494388,32879,35418,true,49576,28775,35879,793,29313,3,1167.81,15.06993818283081,"[10, 40, 15, True]",0.5975609756097561
13089,551,20935,40004,47377,215,259,true,19595,false,32954,18036,79198,true,59012,18807,546,458,374826,1,1156.86,15.073084592819214,"[10, 40, 15, True]",0.5975609756097561
18857,672,22728,38150,74433,237,459,false,1862,false,229232,57048,35418,false,45843,28775,35879,793,29313,3,1137.1,15.075110673904419,"[10, 40, 15, True]",0.5975609756097561
13704,820,22728,26482,74433,237,459,false,1862,true,547828,32879,95500,false,1076,28775,35879,837,179918,3,1131.54,15.06448769569397,"[10, 40, 15, True]",0.5975609756097561
4986,320,30078,29307,33608,165,252,false,30056,true,494388,45426,77297,true,49576,53909,32403,417,242264,3,1129.63,15.07348084449768,"[10, 40, 15, True]",0.5975609756097561
1540,531,8204,33083,52640,284,140,true,24042,true,16601,6084,9215,false,16988,38080,2942,649,298928,5,1127.07,15.070129632949829,"[10, 40, 15, True]",0.5975609756097561
13704,820,24083,26482,88038,225,448,false,40057,false,547828,566,23094,false,1076,10538,64014,837,179918,10,1121.98,15.069976806640625,"[10, 40, 15, True]",0.5975609756097561
2775,145,32898,29307,74433,237,459,false,1862,true,494388,32879,35418,true,30203,21619,22964,793,29313,3,1114.56,15.06142258644104,"[10, 40, 15, True]",0.5975609756097561
15773,634,2640,3630,31349,76,237,false,15012,true,542737,32396,5337,false,17204,25299,29112,21,69133,2,1114.39,15.074668169021606,"[10, 40, 15, True]",0.5975609756097561
3586,91,2029,51679,13073,55,19,false,29017,true,365908,38732,65104,true,57155,8149,58097,966,75328,2,1111.87,15.076233625411987,"[10, 40, 15, True]",0.5975609756097561
8662,261,36301,18453,3136,168,401,false,41173,false,256676,59222,56742,true,21889,23954,29702,861,335614,8,1111.77,15.067163944244385,"[10, 40, 15, True]",0.5975609756097561
15773,634,2640,3630,31349,76,237,false,15012,true,542737,32396,5337,false,17204,25299,16069,21,69133,2,1110.92,15.074596881866455,"[10, 40, 15, True]",0.5975609756097561
13089,551,20935,40004,47377,83,98,true,32791,false,224347,25208,24570,false,59012,18807,546,458,374826,2,1096.29,15.067362785339355,"[10, 40, 15, True]",0.5975609756097561
4986,672,30078,38150,33608,165,252,false,30056,false,229232,57048,77297,false,45843,53909,32403,417,242264,1,1095.33,15.065873622894287,"[10, 40, 15, True]",0.5975609756097561
9458,220,49305,28326,34777,44,422,false,17336,false,405035,41303,62476,true,37976,12663,31257,968,309188,3,1089.15,15.077362060546875,"[10, 40, 15, True]",0.5975609756097561
2775,145,32898,29660,23491,331,387,false,35782,false,384490,5975,88523,true,30203,21619,22964,224,175383,4,1086.26,15.068938493728638,"[10, 40, 15, True]",0.5975609756097561
1141,670,3364,23664,79784,87,450,true,19507,true,36904,1413,32870,false,4444,14144,13305,510,388783,10,1084.88,15.065637111663818,"[10, 40, 15, True]",0.5975609756097561
14765,316,2922,1538,19034,74,167,false,1238,false,219621,30814,86640,false,19895,31658,7719,672,157198,9,1078.45,15.06437873840332,"[10, 40, 15, True]",0.5975609756097561
14400,670,3364,28981,79784,87,450,true,29017,true,36904,16974,32870,true,4444,14144,13305,510,436227,4,1075.42,15.061954498291016,"[10, 40, 15, True]",0.5975609756097561
