inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,25,1,3,15,0.19999999999999998,2.845581865310669,0
90,15,2,1,5,0.5272727272727272,2.870766544342041,0
60,15,1,2,5,-0.2606060606060606,2.8675251483917235,1
90,10,3,1,15,0.09090909090909088,2.8684311151504516,1
90,10,2,2,15,0.32121212121212117,2.963313031196594,1
50,35,2,2,5,-0.28484848484848485,2.8788482666015627,2
70,15,3,2,25,0.11515151515151514,3.0231252670288087,2
80,35,3,2,20,0.10303030303030303,3.0578376054763794,3
60,15,1,4,25,-0.2121212121212121,3.224375009536743,4
80,10,1,4,35,-0.35757575757575755,4.689985752105713,5
