inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,25,1,4,15,-0.5636363636363636,2.819378876686096,0
80,25,1,4,20,0.406060606060606,2.842090702056885,0
80,15,1,4,25,0.4787878787878787,3.2257062196731567,0
70,35,2,3,25,0.7696969696969697,3.5092966318130494,0
80,10,3,1,15,0.34545454545454546,2.8829264402389527,1
80,10,1,1,10,-0.17575757575757575,2.873762035369873,1
70,35,1,2,25,0.34545454545454546,3.028084087371826,1
70,10,3,1,15,0.10303030303030303,2.8798196077346803,1
90,5,3,4,15,0.12727272727272726,3.4036334276199343,2
80,20,3,1,15,0.09090909090909088,2.883330464363098,2
