inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,15,2,3,35,0.8787878787878788,3.9393731594085692,0
80,10,1,4,10,0.22424242424242422,2.859333324432373,0
80,10,2,1,15,0.2121212121212121,2.8112838506698608,0
60,10,1,1,15,-0.29696969696969694,2.7717823028564452,0
60,20,1,1,5,0.06666666666666665,2.7784754276275634,0
50,35,3,1,35,0.8666666666666665,3.01569721698761,0
80,10,3,1,10,-0.23636363636363633,2.799021577835083,1
90,15,2,3,35,0.7939393939393938,3.985042595863342,1
50,20,2,3,15,0.5030303030303029,3.077541184425354,1
50,15,2,4,35,0.5151515151515151,3.7184096336364747,1
