fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
Off,On,On,Off,On,On,Off,Off,On,On,Off,Off,Off,On,Off,Off,On,On,Off,On,0.06673669815063477,38.281614542007446,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,Off,0.07283663749694824,38.073694467544556,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,0.07365298271179199,38.21794414520264,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,On,On,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,0.07455873489379883,38.462952613830566,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,On,On,0.07523989677429199,38.15581798553467,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,Off,On,On,On,On,0.075927734375,38.192944288253784,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,Off,Off,On,On,On,On,On,On,Off,On,Off,Off,On,On,On,Off,0.07637929916381836,38.114624977111816,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,On,On,Off,On,Off,0.07653975486755371,38.22786355018616,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,On,0.07711625099182129,38.22045111656189,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,Off,On,Off,Off,Off,Off,0.07746005058288574,38.26363921165466,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,Off,Off,On,On,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,0.07827377319335938,38.13109731674194,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,On,Off,On,On,On,On,On,Off,On,On,On,On,Off,Off,Off,0.07870721817016602,38.20057702064514,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,Off,Off,Off,On,On,Off,Off,Off,On,Off,On,Off,On,Off,On,0.07890200614929199,38.23120069503784,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,0.07893085479736328,38.12006092071533,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,Off,Off,On,On,On,On,Off,On,Off,On,Off,On,Off,Off,Off,Off,0.07938933372497559,38.12116622924805,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,On,On,Off,On,Off,0.0809011459350586,38.176729917526245,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On,0.08096098899841309,38.167219400405884,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,Off,On,On,On,On,0.08104586601257324,38.1502890586853,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,Off,Off,On,On,On,On,0.08118104934692383,38.186115741729736,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,On,Off,0.08203792572021484,38.16822576522827,"[10, 50, 6, 4, 50]",1
