fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,Off,0.07283663749694824,38.073694467544556,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,0.07365298271179199,38.21794414520264,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,Off,Off,On,On,On,On,On,On,Off,On,Off,Off,On,On,On,Off,0.07637929916381836,38.114624977111816,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,On,On,Off,On,Off,0.07653975486755371,38.22786355018616,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,Off,On,Off,Off,Off,Off,0.07746005058288574,38.26363921165466,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,Off,Off,On,On,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,0.07827377319335938,38.13109731674194,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,On,Off,On,On,On,On,On,Off,On,On,On,On,Off,Off,Off,0.07870721817016602,38.20057702064514,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,0.07893085479736328,38.12006092071533,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,On,On,Off,On,Off,0.0809011459350586,38.176729917526245,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,Off,On,On,On,On,0.08104586601257324,38.1502890586853,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,On,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,0.08229589462280273,38.162583351135254,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,On,Off,On,On,Off,Off,0.08263897895812988,38.245258808135986,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,Off,On,On,On,On,Off,On,0.08273601531982422,38.06303358078003,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,On,Off,On,Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,0.08347487449645996,38.25055456161499,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,On,Off,On,On,On,On,On,0.08389735221862793,38.246710538864136,"[10, 50, 6, 4, 50]",1
On,On,On,On,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,On,On,On,On,0.08393669128417969,38.14739394187927,"[10, 50, 6, 4, 50]",1
On,Off,On,On,Off,Off,On,On,On,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,0.08424806594848633,38.226210594177246,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,Off,On,On,On,On,On,On,On,Off,On,Off,On,On,Off,On,Off,0.08462381362915039,38.18416714668274,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,On,Off,On,On,On,On,On,0.08472180366516113,38.29700946807861,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,On,On,On,Off,On,On,Off,Off,On,On,On,On,Off,Off,Off,On,0.08521914482116699,38.24428629875183,"[10, 50, 6, 4, 50]",1
