inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,15,1,2,10,0.38181818181818183,2.83763108253479,0
50,15,1,1,25,0.6848484848484848,2.9002167701721193,0
80,20,1,1,10,0.09090909090909088,2.8260645866394043,0
80,15,1,3,10,-0.09090909090909088,2.8147738218307494,0
80,25,1,1,5,0.12727272727272726,2.8480698585510256,1
90,15,1,1,10,0.23636363636363633,2.854087781906128,1
50,10,1,2,10,0.43030303030303024,2.9156413316726684,1
80,25,1,2,10,0.04242424242424241,2.8449130296707152,1
50,25,1,1,25,0.04242424242424241,2.8324328899383544,1
50,5,3,1,10,-0.06666666666666665,2.8357070446014405,2
