ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,Off,On,Off,Off,On,Off,0.07141709327697754,2.6884899139404297,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,On,Off,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,0.0757145881652832,2.702277183532715,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,0.07681059837341309,2.570460081100464,"[50, 35, 1, 1, 15]",0.709090909090909
Off,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,0.07690930366516113,2.6631600856781006,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,0.0771031379699707,2.5610909461975098,"[50, 35, 1, 1, 15]",0.709090909090909
Off,Off,On,On,On,Off,On,On,On,On,On,On,On,On,On,On,On,On,On,Off,0.07729673385620117,2.6394901275634766,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,On,On,Off,Off,On,Off,On,0.07765698432922363,2.672330141067505,"[50, 35, 1, 1, 15]",0.709090909090909
On,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,0.07845163345336914,2.6132285594940186,"[50, 35, 1, 1, 15]",0.709090909090909
Off,On,Off,Off,On,Off,Off,On,Off,On,Off,On,Off,On,On,On,Off,Off,On,Off,0.07858109474182129,2.684011936187744,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,Off,Off,Off,On,Off,On,Off,On,Off,On,Off,On,Off,On,Off,Off,On,On,0.07900285720825195,2.672384262084961,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,Off,On,On,Off,Off,0.07909488677978516,2.63012957572937,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,Off,On,Off,On,On,On,On,Off,On,On,On,Off,On,On,On,On,Off,0.0800173282623291,2.7262039184570312,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,On,On,On,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,0.08009171485900879,2.614954710006714,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,Off,Off,Off,On,On,On,Off,On,Off,On,Off,On,On,Off,Off,Off,On,On,0.08046793937683105,2.7538368701934814,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,Off,On,On,Off,On,Off,On,Off,Off,Off,On,On,On,Off,Off,On,On,0.08077621459960938,2.6796324253082275,"[50, 35, 1, 1, 15]",0.709090909090909
Off,Off,On,On,On,Off,Off,On,Off,On,Off,On,Off,On,On,Off,Off,On,Off,Off,0.0810537338256836,2.6835975646972656,"[50, 35, 1, 1, 15]",0.709090909090909
Off,On,Off,On,On,Off,On,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,On,Off,0.0811471939086914,2.673795700073242,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,Off,On,Off,Off,Off,0.08146405220031738,2.6357810497283936,"[50, 35, 1, 1, 15]",0.709090909090909
Off,Off,On,Off,On,Off,Off,On,Off,On,Off,On,Off,On,On,Off,On,On,Off,Off,0.08147096633911133,2.672905206680298,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,Off,On,On,Off,On,Off,On,Off,Off,Off,On,On,Off,Off,On,Off,Off,0.08152413368225098,2.5554697513580322,"[50, 35, 1, 1, 15]",0.709090909090909
