inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,20,2,2,15,0.5272727272727272,2.980554699897766,0
60,10,3,1,5,0.29696969696969694,2.8322245359420775,0
70,20,3,1,10,0.01818181818181818,2.797701382637024,0
80,35,2,4,25,0.35757575757575755,3.6882752180099487,1
60,5,3,1,5,0.2727272727272727,2.8345213651657106,1
60,10,3,1,10,-0.4424242424242424,2.8047460556030273,1
90,5,2,1,20,0.006060606060606061,2.81857373714447,1
90,15,2,1,20,0.18787878787878787,2.888993978500366,2
80,35,1,1,15,-0.0303030303030303,2.823059606552124,2
80,5,3,1,15,-0.24848484848484845,2.83263213634491,3
