fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
Off,Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,On,On,On,Off,Off,Off,On,0.06927657127380371,39.90674138069153,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,On,Off,On,Off,Off,Off,Off,On,0.07677221298217773,38.14109802246094,"[10, 50, 6, 4, 50]",1
Off,On,On,On,On,Off,On,Off,On,Off,Off,On,Off,On,On,On,On,Off,Off,On,0.07828545570373535,38.09415102005005,"[10, 50, 6, 4, 50]",1
Off,On,Off,On,Off,On,Off,On,On,Off,On,On,Off,On,Off,Off,Off,Off,On,On,0.0792078971862793,38.15237307548523,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,On,Off,Off,0.07935285568237305,38.138972997665405,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,Off,On,Off,On,On,On,Off,On,On,On,Off,On,Off,On,On,On,0.07975935935974121,38.21073627471924,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,0.08027791976928711,38.06885528564453,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,On,On,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,0.08131074905395508,38.100481271743774,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,On,Off,Off,On,Off,Off,On,Off,On,On,On,Off,On,Off,On,Off,0.08197903633117676,38.11696171760559,"[10, 50, 6, 4, 50]",1
On,On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,0.08223938941955566,38.24397897720337,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,On,Off,Off,On,On,On,Off,On,Off,On,Off,On,Off,On,Off,On,0.08240675926208496,38.09863638877869,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,On,On,On,On,Off,On,On,On,Off,Off,On,On,On,On,On,On,0.08266043663024902,38.1416494846344,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,Off,Off,On,On,Off,Off,On,Off,On,On,Off,On,Off,Off,On,Off,0.08282685279846191,38.16211414337158,"[10, 50, 6, 4, 50]",1
On,Off,On,On,Off,On,On,Off,Off,On,On,Off,On,On,On,On,On,Off,Off,Off,0.08287882804870605,38.202921628952026,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,On,On,Off,On,On,On,Off,On,On,On,Off,On,Off,On,On,On,0.08366250991821289,38.18325090408325,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,On,On,0.08410191535949707,38.18821406364441,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,Off,On,Off,On,Off,On,On,Off,On,Off,Off,Off,Off,On,On,On,0.08431625366210938,38.23514723777771,"[10, 50, 6, 4, 50]",1
Off,On,Off,On,Off,Off,Off,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,0.08440637588500977,38.220598220825195,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,Off,On,Off,On,Off,On,On,Off,On,Off,Off,Off,Off,On,On,On,0.08445286750793457,38.197781562805176,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,On,On,Off,Off,0.08530116081237793,38.201244831085205,"[10, 50, 6, 4, 50]",1
