time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,30,25000,8,0.5,0.7454545454545454,45.22229413986206,0
30,25,15000,4,0.5,0.32121212121212117,37.7569993019104,0
30,25,15000,6,0.5,-0.23636363636363633,38.45563521385193,1
40,30,25000,8,0.5,-0.06666666666666665,54.77019901275635,1
40,40,30000,10,0.5,-0.06666666666666665,66.02680718898773,1
50,30,25000,10,0.5,0.10303030303030303,67.67267999649047,1
30,45,15000,6,0.5,-0.16363636363636364,42.401674604415895,1
30,25,15000,8,0.5,-0.5515151515151515,39.3583869934082,2
35,45,50000,10,0.5,-0.01818181818181818,80.29306237697601,2
35,35,25000,4,0.5,-0.22424242424242422,47.41429886817932,2
