innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
368,847168414,265,1003055248,115465343,827451708,37588,639030933,0,69,13288526259,18006,2509842639,50,9418930,minimal,3643,105011083,15,883981,392.59,251.21638798713684,"[180, 50, 100000, 4, 0.5]",1
967,101852672,265,726704584,97390305,364899250,17548,639030933,0,56,13288526259,11415,2725313113,50,82962529,noblob,1068,24632168,63,793606,391.62,244.89533114433289,"[180, 50, 100000, 4, 0.5]",1
368,847168414,265,726704584,113147573,364899250,37588,31712909,0,56,13288526259,18006,1306625633,50,82962529,noblob,3643,24632168,63,793606,390.82,248.625262260437,"[180, 50, 100000, 4, 0.5]",1
603,101852672,265,713432826,115465343,364899250,37588,425722276,0,96,13483518475,16076,2509842639,115,9418930,noblob,3077,24632168,63,883981,390.75,261.9666349887848,"[180, 50, 100000, 4, 0.5]",1
368,847168414,265,726704584,113147573,364899250,17548,639030933,0,56,13288526259,18006,254937830,50,82962529,noblob,1068,24632168,63,793606,390.33,244.3779878616333,"[180, 50, 100000, 4, 0.5]",1
368,847168414,265,726704584,113147573,364899250,17548,31712909,0,69,13483518475,18006,57732487,50,125857729,minimal,1068,24632168,15,793606,389.4,246.62266039848328,"[180, 50, 100000, 4, 0.5]",1
603,101852672,265,713432826,113147573,827451708,17548,425722276,0,69,13483518475,18006,2509842639,50,31947447,noblob,3643,24632168,63,883981,389.08,254.50295090675354,"[180, 50, 100000, 4, 0.5]",1
368,847168414,265,1003055248,115465343,827451708,17548,639030933,0,69,13288526259,16076,254937830,78,9418930,minimal,1068,24632168,15,793606,388.84,251.3402247428894,"[180, 50, 100000, 4, 0.5]",1
13,101852672,265,713432826,113147573,827451708,42323,425722276,0,69,13483518475,16076,57732487,50,31947447,noblob,3643,24632168,63,793606,388.7,247.6772654056549,"[180, 50, 100000, 4, 0.5]",1
13,247129777,265,713432826,115465343,827451708,42323,31712909,0,69,13483518475,16076,57732487,78,31947447,minimal,3643,24632168,15,793606,388.5,244.02971625328064,"[180, 50, 100000, 4, 0.5]",1
368,847168414,265,1003055248,115465343,625263161,37588,639030933,0,46,13288526259,18006,254937830,78,9418930,minimal,1068,24632168,15,793606,387.89,257.5257737636566,"[180, 50, 100000, 4, 0.5]",1
368,1676604,265,1003055248,115465343,827451708,17548,425722276,0,69,13288526259,16076,254937830,50,9418930,minimal,3643,24632168,15,793606,387.05,257.1651029586792,"[180, 50, 100000, 4, 0.5]",1
603,101852672,265,500818345,97390305,827451708,37588,425722276,0,69,13483518475,18006,1306625633,50,9418930,noblob,1068,24632168,63,883981,386.86,245.04948568344116,"[180, 50, 100000, 4, 0.5]",1
13,1676604,265,1003055248,115465343,364899250,37588,425722276,0,69,13483518475,16076,2509842639,50,9418930,minimal,3643,110268020,63,793606,386.56,257.74933338165283,"[180, 50, 100000, 4, 0.5]",1
13,101852672,265,1003055248,115465343,364899250,37588,425722276,0,96,13483518475,16076,2509842639,115,9418930,minimal,3077,24632168,63,793606,386.56,256.0902123451233,"[180, 50, 100000, 4, 0.5]",1
368,847168414,265,1003055248,113147573,364899250,17548,639030933,0,56,13288526259,18006,254937830,50,82962529,noblob,1068,24632168,63,793606,386.25,242.97689986228943,"[180, 50, 100000, 4, 0.5]",1
13,1676604,265,1003055248,115465343,364899250,17548,425722276,0,69,13483518475,16076,2509842639,50,9418930,noblob,3077,24632168,63,280947,386.09,250.8974416255951,"[180, 50, 100000, 4, 0.5]",1
967,359240598,265,713432826,97390305,225390864,17548,84762791,0,56,13288526259,18006,254937830,50,82962529,noblob,1068,24632168,63,590471,385.71,257.8677544593811,"[180, 50, 100000, 4, 0.5]",1
368,847168414,265,1003055248,115465343,827451708,37588,31712909,0,69,13288526259,16076,1306625633,78,9418930,minimal,3643,24632168,15,793606,385.48,254.82555317878723,"[180, 50, 100000, 4, 0.5]",1
603,1676604,265,1003055248,97390305,364899250,17548,425722276,0,69,13483518475,16076,2509842639,50,9418930,noblob,3077,24632168,65,280947,384.67,252.19948410987854,"[180, 50, 100000, 4, 0.5]",1
