threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,50,True,0.9636363636363635,50.118707513809206,0
8,40,50,True,0.9636363636363635,50.12788980007171,0
8,30,45,True,0.9393939393939393,45.100070333480836,0
8,25,35,True,0.8787878787878788,35.10103859901428,0
8,35,45,True,0.9393939393939393,45.10935051441193,0
8,10,10,True,0.8787878787878788,10.078326630592347,0
8,35,55,True,0.9636363636363635,55.13763794898987,0
8,50,10,True,0.6363636363636362,10.084292364120483,1
8,25,55,True,0.9515151515151514,55.125121760368344,1
8,45,40,True,0.8545454545454544,40.1048600435257,1
