inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,35,1,3,5,0.4666666666666666,2.7703938722610473,0
80,35,2,1,5,-0.006060606060606061,2.7499884605407714,0
70,35,1,3,5,0.6848484848484848,2.815807580947876,0
90,25,1,2,15,0.05454545454545454,2.773186182975769,1
80,15,2,1,10,0.34545454545454546,2.8155261278152466,1
80,15,2,1,5,0.29696969696969694,2.7825020790100097,1
80,35,2,1,10,0.6363636363636362,2.845743250846863,1
80,15,1,1,5,0.29696969696969694,2.828730893135071,2
80,15,1,1,10,-0.06666666666666665,2.809385895729065,2
60,10,1,1,35,0.5393939393939393,2.9040558338165283,2
