time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,40,15000,6,0.5,0.8545454545454544,44.91792194843292,0
40,40,25000,4,0.5,0.9272727272727272,57.265816402435306,0
30,25,15000,8,0.5,0.4787878787878787,45.041669845581055,1
45,35,10000,4,0.5,0.7818181818181817,54.530478835105896,1
35,35,25000,4,0.5,0.8060606060606059,57.02369875907898,1
35,35,10000,8,0.5,0.5272727272727272,47.08750445842743,1
40,40,40000,4,0.5,0.9151515151515152,66.1544712305069,1
50,40,10000,8,0.5,0.8545454545454544,65.99050841331481,1
30,40,15000,8,0.5,0.7454545454545454,54.794541645050046,2
40,25,40000,4,0.5,0.8787878787878788,79.23019795417785,2
