time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,30,10000,6,0.5,0.8181818181818182,58.446793985366824,0
50,20,35000,4,0.5,0.8303030303030302,60.74278240203857,0
40,25,40000,4,0.5,0.6727272727272726,53.63652031421661,0
30,20,20000,10,0.5,0.17575757575757575,41.91984651088715,0
40,30,40000,4,0.5,0.709090909090909,55.459565782546996,0
30,20,35000,8,0.5,0.5515151515151515,44.104965686798096,0
35,30,35000,4,0.7,0.6606060606060605,49.16151497364044,0
30,30,40000,6,0.5,0.5757575757575757,48.952730321884154,0
40,25,10000,4,0.6,0.09090909090909088,47.04884834289551,1
30,45,45000,10,0.5,0.7939393939393938,72.22236921787263,1
