innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
241,822068082,841,172759995,37613264,277664296,36455,241843780,2,6,14727556902,16358,2685926165,123,9434912,minimal,7338,125867204,81,246641,455.58,37.72941541671753,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
200,356513023,412,64969431,73590328,234320406,18662,345527649,0,2,13927215869,8309,1448563628,38,16729953,full,794,78953567,91,160825,455.17,37.885597705841064,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,822068082,841,237140047,88994548,683971265,36455,241843780,2,40,13927215869,16358,1448563628,33,9434912,minimal,5417,125867204,66,160825,449.92,38.1336669921875,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,356513023,412,237140047,89366822,670324585,123813,345527649,0,2,11691102951,14996,2685926165,35,133680513,minimal,9488,43736770,86,250281,448.64,38.18164610862732,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,981815470,412,237140047,123366837,200543681,38726,1066858792,0,58,13759356497,26324,1448563628,87,133680513,minimal,9488,78953567,86,989812,448.59,38.3530592918396,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,326429442,412,237140047,89366822,670324585,123813,1066858792,0,58,11691102951,26324,2685926165,35,133680513,minimal,9488,8885273,86,250281,446.34,38.348819971084595,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
309,834413444,412,816250556,79433980,779150094,18662,158766257,0,5,11503674185,17241,4225971837,95,44430289,full,794,78953567,91,246641,446.26,38.3026385307312,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
309,834413444,841,816250556,37613264,779150094,36455,241843780,2,40,14727556902,16358,4225971837,95,44430289,full,5417,125867204,36,246641,445.1,38.1419038772583,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,356513023,412,64969431,123366837,234320406,106084,1066858792,0,58,12036730948,8309,1448563628,87,133680513,minimal,5240,78953567,44,347939,443.8,38.299018144607544,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
309,834413444,841,816250556,40139728,779150094,36455,241843780,0,40,15268882169,29632,4225971837,95,44430289,minimal,5417,125867204,55,130015,443.31,38.201510429382324,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,326429442,752,816250556,89366822,11291654,123813,162442053,0,40,10594984401,29632,1448563628,95,65621446,minimal,5417,8885273,36,130015,440.81,37.96852779388428,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,326429442,412,237140047,89366822,670324585,123813,162442053,0,6,11691102951,14588,2685926165,35,65621446,minimal,7338,8885273,86,20409,440.68,37.9507999420166,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,822068082,841,556849151,37613264,683971265,36455,241843780,0,40,13927215869,16358,1448563628,33,9434912,minimal,5417,125867204,66,160825,437.59,38.03020238876343,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,981815470,412,237140047,123366837,200543681,106084,1066858792,0,58,13759356497,26324,1448563628,87,133680513,minimal,9488,78953567,86,110768,437.56,38.166114807128906,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,822068082,841,816250556,37613264,277664296,36455,241843780,0,40,14727556902,16358,1448563628,95,9434912,minimal,5417,125867204,36,246641,437.26,38.28206825256348,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,822068082,412,816250556,37613264,779150094,36455,158766257,0,40,14727556902,17241,1448563628,19,9434912,full,794,125867204,36,246641,436.67,38.53266382217407,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
241,326429442,752,172759995,89366822,11291654,123813,162442053,2,6,11691102951,14588,2685926165,35,65621446,minimal,7338,8885273,81,20409,436.4,38.144185304641724,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
241,326429442,752,172759995,89366822,11291654,123813,162442053,2,6,10594984401,29632,2685926165,35,65621446,minimal,7338,8885273,81,130015,436.15,38.25568175315857,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,822068082,412,237140047,79433980,683971265,18662,158766257,0,5,13927215869,17241,1448563628,6,9434912,full,794,78953567,91,160825,435.96,38.26288104057312,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
169,782870890,3777,312729962,104381246,756336621,15497,283039886,0,64,15268882169,15890,918697588,83,103007155,minimal,704,102041349,58,873385,435.02,38.79103970527649,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
