innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
958,822068082,412,237140047,88994548,683971265,38726,1066858792,2,58,13927215869,26324,4010615609,87,133680513,full,9488,78953567,86,989812,466.54,38.04647469520569,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,326429442,412,237140047,40139728,670324585,36455,1066858792,0,40,15268882169,29632,4225971837,35,133680513,minimal,5417,8885273,86,250281,459.36,38.18615174293518,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
241,822068082,841,172759995,37613264,277664296,36455,241843780,2,6,14727556902,16358,2685926165,123,9434912,minimal,7338,125867204,81,246641,455.58,37.72941541671753,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
200,356513023,412,64969431,73590328,234320406,18662,345527649,0,2,13927215869,8309,1448563628,38,16729953,full,794,78953567,91,160825,455.17,37.885597705841064,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
241,356513023,412,64969431,37613264,277664296,36455,760754140,0,5,14727556902,16358,3299365670,123,9434912,full,7338,125867204,91,246641,454.74,37.94869613647461,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,822068082,412,237140047,55369046,683971265,36455,345527649,0,40,15268882169,29632,2685926165,33,133680513,minimal,5417,8885273,86,250281,452.34,38.801047801971436,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,981815470,412,237140047,123366837,200543681,38726,862808975,0,58,13759356497,26324,1448563628,87,133680513,minimal,5146,78953567,86,989812,450.33,38.92001986503601,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,822068082,841,237140047,88994548,683971265,36455,241843780,2,40,13927215869,16358,1448563628,33,9434912,minimal,5417,125867204,66,160825,449.92,38.1336669921875,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,356513023,412,237140047,89366822,670324585,123813,345527649,0,2,11691102951,14996,2685926165,35,133680513,minimal,9488,43736770,86,250281,448.64,38.18164610862732,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,981815470,412,237140047,123366837,200543681,38726,1066858792,0,58,13759356497,26324,1448563628,87,133680513,minimal,9488,78953567,86,989812,448.59,38.3530592918396,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
241,356513023,412,64969431,37613264,277664296,36455,760754140,0,2,14727556902,16358,3299365670,123,9434912,minimal,7338,125867204,91,246641,447.59,39.937450647354126,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,822068082,412,237140047,88994548,683971265,123813,345527649,2,40,11691102951,14996,2685926165,33,133680513,minimal,9488,125867204,86,160825,447.4,38.662190675735474,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
309,834413444,841,816250556,89366822,779150094,123813,241843780,0,58,11691102951,26324,2685926165,95,44430289,minimal,9488,4140706,55,130015,447.31,38.15617823600769,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,326429442,412,237140047,89366822,670324585,123813,1066858792,0,58,11691102951,26324,2685926165,35,133680513,minimal,9488,8885273,86,250281,446.34,38.348819971084595,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
309,834413444,412,369122592,79433980,779150094,18662,158766257,0,2,11503674185,17241,4225971837,95,44430289,minimal,794,78953567,91,246641,446.32,38.666282653808594,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
309,834413444,412,816250556,79433980,779150094,18662,158766257,0,5,11503674185,17241,4225971837,95,44430289,full,794,78953567,91,246641,446.26,38.3026385307312,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
200,834413444,841,323928416,40139728,234320406,36455,241843780,0,2,15268882169,29632,1448563628,38,44430289,minimal,5417,125867204,55,130015,445.94,38.576759815216064,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
958,326429442,412,237140047,40139728,683971265,36455,1066858792,0,85,11691102951,14996,4225971837,33,133680513,minimal,9488,8885273,86,250281,445.28,38.90239691734314,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
309,834413444,841,816250556,37613264,779150094,36455,241843780,2,40,14727556902,16358,4225971837,95,44430289,full,5417,125867204,36,246641,445.1,38.1419038772583,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
241,492150132,841,237140047,88994548,277664296,36455,241843780,2,40,11359154801,16358,2685926165,33,9434912,minimal,5417,125867204,81,160825,444.28,37.69753050804138,"[30, 20, 20000, 4, 0.5]",0.8545454545454544
