inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,25,1,3,15,-0.12727272727272726,2.743681216239929,0
70,25,1,2,15,0.17575757575757575,2.7793692350387573,0
50,10,1,1,15,0.29696969696969694,2.812673258781433,0
60,15,3,2,20,0.6727272727272726,3.0400040626525877,0
60,5,1,1,10,-0.11515151515151514,2.807400369644165,1
90,5,3,1,10,-0.4787878787878787,2.786585474014282,1
90,15,1,3,15,0.17575757575757575,2.8289158821105955,1
90,15,3,3,20,0.2727272727272727,3.474136996269226,1
90,25,1,2,15,-0.2606060606060606,2.8074535131454468,2
50,20,1,3,10,0.01818181818181818,2.8703691959381104,2
