inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,25,1,3,15,-0.12727272727272726,2.743681216239929,0
60,15,3,2,20,0.6727272727272726,3.0400040626525877,0
50,25,1,3,15,0.49090909090909085,2.7812041282653808,0
90,25,1,1,25,0.22424242424242422,2.7498292207717894,0
90,15,3,3,15,0.6363636363636362,2.9318580865859984,0
50,10,1,1,15,0.29696969696969694,2.812673258781433,1
60,5,1,2,15,0.34545454545454546,2.874005436897278,1
90,25,1,2,10,0.2606060606060606,2.7912248849868773,1
70,25,1,2,15,0.17575757575757575,2.7793692350387573,1
90,5,3,1,10,-0.4787878787878787,2.786585474014282,2
