checkpoint_completion_target,backend_flush_after,maintenance_work_mem,max_parallel_workers_per_gather,min_wal_size,wal_writer_flush_after,wal_writer_delay,work_mem,random_page_cost,commit_siblings,checkpoint_flush_after,seq_page_cost,commit_delay,join_collapse_limit,bgwriter_delay,from_collapse_limit,default_statistics_target,bgwriter_flush_after,checkpoint_timeout,deadlock_timeout,throughput,evaluated_time,fidelity_setting,corr
0.543597331004684,96,918556,635,2553,1452635623,372,697977,14.526651284183533,291,102,42.697587022160945,65207,96565456,6935,141008639,2523,87,6235,1180857611,787.5,43.07364082336426,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.34909014574352737,168,732911,849,6040,2097243072,1917,415215,7.32450437476837,521,192,28.396053809830256,33706,192496722,1993,790679415,2866,97,10830,1858718865,783.48,42.865838050842285,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.03563582268495313,50,749629,103,6862,1768592884,7742,645215,38.43367199134734,677,93,64.29219518441897,53045,2092209186,7032,1413208000,1703,44,5732,463840365,781.66,42.956889152526855,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.34909014574352737,168,732911,849,4977,1009590084,1917,183531,90.84861093779809,243,213,80.80016131438012,10865,1252503233,1993,790679415,1036,97,10830,1490822340,781.35,42.87862706184387,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.34909014574352737,168,732911,849,6040,2097243072,1917,415215,7.32450437476837,521,192,10.25123312768146,33706,192496722,1993,790679415,2866,97,10830,1858718865,781.03,42.89012551307678,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.41624243400949223,227,710993,558,4977,1009590084,372,183531,14.526651284183533,243,132,42.697587022160945,10865,96565456,6327,141008639,1036,213,6235,1180857611,780.8,42.87421250343323,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.03563582268495313,50,749629,103,6862,1768592884,7742,645215,38.43367199134734,677,93,64.29219518441897,53045,1488545528,7032,1413208000,1703,44,5732,463840365,777.2,42.42452526092529,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.4632419333420229,138,458578,600,651,2065399903,7635,103394,90.64697837199633,625,164,38.27690598832777,73898,1661725010,2364,277706178,664,29,19319,1494997975,776.17,42.54497241973877,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.15223660809184625,69,821070,618,2990,1807329112,4313,297515,41.09744194491799,188,46,99.13272921358579,311,1911863917,9518,1296880924,2360,51,59542,1954969440,773.35,43.01529264450073,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.6490472195091884,204,781534,558,6321,1069553130,8334,183531,65.40263457793537,790,248,80.80016131438012,10865,1010599827,6327,1176204566,1036,224,29495,143642045,772.27,42.7913761138916,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.9377770692461829,213,824599,547,2769,1690727886,2892,246770,10.21141389667678,729,27,69.08552759570847,93215,1315748647,8699,792453423,3820,71,21134,1733528395,769.23,42.69964528083801,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.4632419333420229,138,458578,600,651,1690727886,7635,103394,90.64697837199633,625,164,38.27690598832777,73898,1315748647,8699,277706178,3820,29,21134,1494997975,769.02,42.66507935523987,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.9377770692461829,213,824599,547,2769,2065399903,2892,246770,10.21141389667678,729,27,69.08552759570847,93215,1661725010,2364,792453423,664,71,19319,1733528395,766.04,43.0300350189209,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.22237665129835815,32,471809,388,3284,1864131952,8763,984597,36.51275714829998,967,110,8.969085245816666,5600,2016325128,8774,1988178023,5103,15,27323,1449996742,761.3,43.005455017089844,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.543597331004684,96,918556,635,389,1452635623,372,699283,8.82500483117915,335,227,46.38425187354371,14634,81616968,6935,141008639,2523,87,71889,1180857611,759.8,42.714794874191284,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.543597331004684,96,918556,635,2553,1452635623,4761,697977,90.84861093779809,291,213,80.80016131438012,65207,2111744683,6935,1176204566,2523,188,61081,1490822340,759.02,42.97603797912598,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.6490472195091884,204,781534,366,6321,1069553130,8334,999161,65.40263457793537,790,248,50.01333405718733,686,1010599827,2562,594188390,5738,224,29495,143642045,758.73,42.67811131477356,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.3107603689591709,36,363824,421,6514,201468912,1935,585595,12.853787822107742,529,5,59.994539980640894,67556,902876839,6558,1512418992,8185,32,24728,393957845,757.52,42.53524351119995,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.3109132530778975,221,761792,327,7492,617228440,3153,240006,29.93632535934969,688,225,50.576981266034196,89061,1261742934,3243,341144627,8675,86,30490,1070766433,754.21,42.72773289680481,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
0.41624243400949223,227,710993,558,4977,1009590084,4761,183531,90.84861093779809,243,213,80.80016131438012,10865,1252503233,6327,1176204566,1036,188,61081,1490822340,750.32,42.97343873977661,"[35, 25, 15000, 4, 0.5]",0.8303030303030302
