innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
88,799628743,284,170483092,130215966,880326497,114417,556186330,0,76,11901228437,8842,4023168338,127,15895204,full,10212,119848472,1,859401,360.64,252.9136357307434,"[180, 50, 100000, 4, 0.5]",1
88,799628743,284,228481811,55165110,1140017,114417,951694639,0,76,14326751142,3314,2431228042,127,15895204,full,3643,19335485,1,458398,358.77,250.24349093437195,"[180, 50, 100000, 4, 0.5]",1
88,799628743,284,228481811,113227099,880326497,114417,474007919,0,76,13946078064,3314,3301422541,127,15895204,full,1068,19335485,1,859401,357.86,261.05273723602295,"[180, 50, 100000, 4, 0.5]",1
88,799628743,284,228481811,59513576,880326497,114417,474007919,0,76,13946078064,8842,3301422541,127,15895204,full,10212,19335485,76,859401,356.14,251.04317259788513,"[180, 50, 100000, 4, 0.5]",1
88,1072787700,284,963930822,84894017,537722315,114417,951694639,0,76,13946078064,15135,4023168338,127,15895204,full,10212,19335485,1,859401,355.84,254.64591336250305,"[180, 50, 100000, 4, 0.5]",1
88,1072787700,284,963930822,84894017,537722315,114417,951694639,0,76,13946078064,15135,1508603468,52,133422561,full,10212,19335485,1,601459,355.41,252.84773468971252,"[180, 50, 100000, 4, 0.5]",1
547,1072787700,284,963930822,84894017,537722315,114417,951694639,0,76,14465765697,15135,1508603468,52,133422561,full,10212,119848472,1,859401,355.4,252.47701978683472,"[180, 50, 100000, 4, 0.5]",1
692,1072787700,284,174515377,55165110,827451708,38997,951694639,0,49,14326751142,8842,1508603468,48,99124164,full,3643,19335485,76,601459,354.66,252.17058610916138,"[180, 50, 100000, 4, 0.5]",1
547,799628743,284,174515377,55165110,1140017,38997,951694639,0,76,14326751142,8842,1508603468,127,15895204,full,3643,19335485,1,458398,354.3,248.40629959106445,"[180, 50, 100000, 4, 0.5]",1
88,799628743,284,228481811,55165110,1140017,114417,556186330,0,76,14326751142,8842,2431228042,127,15895204,full,10212,19335485,1,982831,353.79,250.47678446769714,"[180, 50, 100000, 4, 0.5]",1
88,799628743,284,174515377,130215966,1140017,38997,556186330,0,76,14326751142,8842,1508603468,115,15895204,full,10212,119848472,1,458398,353.5,251.2216832637787,"[180, 50, 100000, 4, 0.5]",1
88,799628743,284,174515377,130215966,1140017,38997,556186330,0,76,14326751142,8842,4023168338,115,15895204,full,10212,8264732,1,458398,353.44,251.3819501399994,"[180, 50, 100000, 4, 0.5]",1
643,799628743,284,170483092,59513576,880326497,114417,474007919,0,76,13946078064,8842,4023168338,127,15895204,full,10212,19335485,6,859401,353.25,255.91841197013855,"[180, 50, 100000, 4, 0.5]",1
88,799628743,284,170483092,113227099,880326497,114417,474007919,0,76,13946078064,8842,4023168338,127,15895204,full,1068,119848472,1,859401,352.31,246.07029223442078,"[180, 50, 100000, 4, 0.5]",1
88,1072787700,284,174515377,84894017,1140017,38997,556186330,0,76,13946078064,8842,1508603468,92,15895204,full,10212,119848472,1,458398,352.02,258.6415431499481,"[180, 50, 100000, 4, 0.5]",1
88,799628743,284,170483092,55165110,880326497,114417,556186330,0,76,13946078064,8842,4023168338,127,15895204,full,10212,19335485,1,982831,351.7,258.02039074897766,"[180, 50, 100000, 4, 0.5]",1
692,799628743,284,228481811,55165110,1140017,114417,556186330,0,76,13946078064,1323,1508603468,127,15895204,full,3643,19335485,76,859401,351.13,253.69318771362305,"[180, 50, 100000, 4, 0.5]",1
88,799628743,284,228481811,113227099,1140017,114417,474007919,0,76,13946078064,8842,2431228042,127,15895204,full,10212,19335485,1,982831,350.7,250.823472738266,"[180, 50, 100000, 4, 0.5]",1
692,1072787700,284,174515377,55165110,827451708,38997,951694639,0,49,14326751142,8842,1508603468,48,99124164,full,3643,19335485,76,601459,350.29,249.45094418525696,"[180, 50, 100000, 4, 0.5]",1
88,799628743,284,963930822,130215966,537722315,114417,951694639,0,76,14326751142,15135,1508603468,115,133422561,full,10212,19335485,1,601459,350.02,256.12923431396484,"[180, 50, 100000, 4, 0.5]",1
