time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,20,20000,10,0.5,0.7454545454545454,45.49858169555664,0
30,20,35000,4,0.5,0.6848484848484848,43.15523121356964,0
40,35,40000,4,0.5,0.8545454545454544,63.455574822425845,0
30,25,10000,6,0.5,0.34545454545454546,38.82614152431488,0
40,20,35000,6,0.5,0.8424242424242423,56.37612462043762,0
40,20,10000,6,0.5,0.7333333333333332,47.82109169960022,1
30,20,10000,10,0.9,0.309090909090909,40.00248851776123,1
30,45,45000,10,0.5,0.8060606060606059,88.1630530834198,1
30,35,40000,10,0.5,0.7818181818181817,70.82208042144775,1
40,35,40000,6,0.5,0.7575757575757575,67.86051630973816,1
