inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,25,1,2,35,0.24848484848484845,2.845172166824341,0
80,5,3,1,15,0.49090909090909085,2.912247323989868,0
50,25,1,1,15,0.0303030303030303,2.828555536270142,0
90,25,1,1,25,0.07878787878787878,2.8741209506988525,1
90,20,1,2,35,0.3696969696969697,2.9839123249053956,1
90,10,3,1,35,0.13939393939393938,2.927994418144226,1
90,15,1,4,10,0.17575757575757575,2.9505096197128298,1
50,25,1,3,35,-0.19999999999999998,2.85001745223999,1
90,20,2,1,5,-0.4545454545454545,2.830167460441589,1
70,15,1,1,5,-0.3696969696969697,2.8550137758255003,2
