fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
Off,Off,Off,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,On,Off,On,On,Off,0.07251620292663574,38.18595051765442,"[10, 50, 6, 4, 50]",1
On,On,On,On,On,Off,Off,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,0.07440757751464844,38.27457404136658,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,Off,Off,On,Off,On,On,On,On,On,Off,Off,Off,On,On,Off,0.07462072372436523,38.20973229408264,"[10, 50, 6, 4, 50]",1
On,On,On,On,On,On,On,Off,On,On,Off,On,On,Off,On,Off,Off,On,Off,Off,0.07586812973022461,38.18218231201172,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,On,Off,On,Off,On,On,On,Off,Off,Off,On,On,On,On,Off,0.07639122009277344,38.34341502189636,"[10, 50, 6, 4, 50]",1
On,On,On,On,Off,On,On,Off,On,Off,Off,Off,On,On,Off,On,Off,Off,Off,On,0.07834243774414062,38.17722153663635,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,Off,Off,On,On,Off,Off,On,Off,Off,On,On,Off,On,On,On,Off,0.07877945899963379,38.33393979072571,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,Off,Off,On,On,Off,On,On,Off,On,Off,Off,Off,On,On,On,0.07918548583984375,38.262207984924316,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,Off,Off,Off,On,Off,On,On,On,On,On,Off,On,Off,On,On,Off,0.07999944686889648,38.12394976615906,"[10, 50, 6, 4, 50]",1
On,On,On,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,Off,On,Off,Off,Off,0.08039975166320801,38.31720972061157,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,On,On,Off,Off,Off,On,On,On,Off,On,Off,On,Off,On,0.08071565628051758,38.21703290939331,"[10, 50, 6, 4, 50]",1
On,On,On,Off,On,On,On,On,Off,Off,Off,On,Off,On,Off,On,On,Off,On,On,0.08141779899597168,38.19667363166809,"[10, 50, 6, 4, 50]",1
On,On,On,Off,On,On,Off,On,Off,Off,On,On,On,On,Off,On,On,Off,Off,Off,0.08142971992492676,38.33899283409119,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,Off,Off,On,Off,Off,On,On,On,On,Off,Off,Off,On,On,Off,0.08153057098388672,38.194279193878174,"[10, 50, 6, 4, 50]",1
On,Off,On,On,Off,Off,On,On,Off,On,Off,On,On,On,On,Off,Off,On,On,Off,0.0819389820098877,38.189886808395386,"[10, 50, 6, 4, 50]",1
On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,On,On,Off,On,On,On,Off,0.08205962181091309,38.27633357048035,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,Off,Off,Off,On,On,Off,On,On,On,On,Off,On,Off,On,On,Off,0.08348298072814941,38.24174380302429,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,On,On,Off,Off,On,Off,On,On,Off,On,Off,On,Off,Off,Off,0.08418035507202148,38.29522705078125,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,Off,Off,On,On,Off,On,On,On,On,Off,Off,Off,On,On,On,0.08531880378723145,38.11642026901245,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,Off,On,On,Off,On,Off,On,On,On,Off,Off,Off,On,On,Off,0.08732986450195312,38.240854024887085,"[10, 50, 6, 4, 50]",1
