8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,evaluated_time,fidelity_setting,corr
0,none,1,0.4498679550631097,1,0,1,-8,49.801977859487394,-4:4,temporal,1,326,4,dia,9,1,0,vbr,1,9.0,9.13772988319397,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,2,0,1,1,49.801977859487394,-4:4,temporal,0,326,4,hex,60,1,0,vbr,1,9.05,9.188961029052734,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.4498679550631097,1,0,0,1,49.801977859487394,6:-6,temporal,1,326,4,dia,9,1,0,vbr,0,9.09,9.24972915649414,"['Action', '1080p', 60, '20s']",1
0,none,0,0.4498679550631097,1,0,1,8,49.801977859487394,-4:4,temporal,1,326,0,hex,9,1,0,vbr,1,9.1,9.266716718673706,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,1,0,1,1,49.801977859487394,6:-6,temporal,0,326,4,hex,22,1,0,vbr,0,9.11,9.242685794830322,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.8308397249657986,1,0,0,1,49.801977859487394,-5:5,temporal,1,326,4,hex,9,1,0,vbr,1,9.12,9.274849653244019,"['Action', '1080p', 60, '20s']",1
0,none,0,0.7963403618786435,2,0,1,1,49.801977859487394,-5:5,temporal,1,326,4,hex,60,1,0,vbr,0,9.12,9.260563373565674,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,1,0,1,1,49.801977859487394,0:0,temporal,1,326,4,hex,9,0,0,vbr,1,9.14,9.283023834228516,"['Action', '1080p', 60, '20s']",1
0,none,0,0.7963403618786435,2,0,1,4,49.801977859487394,-4:4,temporal,1,326,4,hex,60,1,0,vbr,1,9.15,9.292751550674438,"['Action', '1080p', 60, '20s']",1
0,p4x4,1,0.4498679550631097,1,0,1,-8,49.801977859487394,6:-6,temporal,0,326,4,dia,9,0,0,vbr,0,9.15,9.297089338302612,"['Action', '1080p', 60, '20s']",1
0,none,0,0.7963403618786435,1,0,1,4,49.801977859487394,-4:4,temporal,1,326,4,hex,9,1,0,vbr,1,9.16,9.291346073150635,"['Action', '1080p', 60, '20s']",1
0,p8x8,0,0.7963403618786435,2,0,1,4,49.801977859487394,-4:4,temporal,1,326,4,hex,9,1,0,vbr,1,9.17,9.316054582595825,"['Action', '1080p', 60, '20s']",1
0,none,1,0.20187873253986877,2,0,1,-8,49.801977859487394,-4:4,temporal,1,326,4,hex,9,1,0,vbr,1,9.18,9.323874235153198,"['Action', '1080p', 60, '20s']",1
0,none,0,0.20187873253986877,2,0,1,8,28.58475890485096,-4:4,temporal,1,210,4,hex,9,1,0,none,1,9.2,9.35811972618103,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,1,0,1,1,49.801977859487394,-4:4,auto,1,326,4,hex,9,1,0,vbr,1,9.2,9.336067914962769,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,2,0,1,1,49.801977859487394,6:6,auto,1,326,4,dia,9,1,0,vbr,1,9.2,9.321650743484497,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,2,0,0,1,49.801977859487394,-4:4,temporal,1,326,4,hex,60,1,0,vbr,1,9.21,9.346172094345093,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,1,0,0,1,49.801977859487394,-5:5,temporal,1,326,4,hex,60,1,0,vbr,1,9.21,9.345136642456055,"['Action', '1080p', 60, '20s']",1
0,none,0,0.7963403618786435,1,0,1,4,49.801977859487394,0:0,temporal,1,326,4,hex,9,0,0,vbr,0,9.22,9.358357191085815,"['Action', '1080p', 60, '20s']",1
0,p8x8,0,0.7963403618786435,2,0,1,1,49.801977859487394,6:6,auto,1,326,4,hex,9,1,0,vbr,1,9.22,9.365803241729736,"['Action', '1080p', 60, '20s']",1
