fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
On,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,On,On,On,Off,On,0.07056879997253418,3.115919589996338,"[80, 35, 2, 2, 15]",0
Off,On,Off,Off,Off,On,On,On,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,0.07093524932861328,3.0624682903289795,"[80, 35, 2, 2, 15]",0
On,Off,Off,On,Off,Off,Off,On,On,Off,On,Off,On,On,On,Off,On,On,Off,On,0.07212138175964355,2.9937350749969482,"[80, 35, 2, 2, 15]",0
Off,Off,Off,On,Off,On,On,Off,On,On,On,Off,On,On,Off,Off,On,On,Off,On,0.0728147029876709,2.951850175857544,"[80, 35, 2, 2, 15]",0
Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,Off,On,On,Off,On,On,Off,On,0.07295870780944824,3.018014669418335,"[80, 35, 2, 2, 15]",0
Off,On,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,0.07297730445861816,3.0382862091064453,"[80, 35, 2, 2, 15]",0
Off,Off,Off,On,Off,Off,Off,On,Off,On,On,On,Off,On,On,Off,On,On,Off,On,0.07334160804748535,3.0223217010498047,"[80, 35, 2, 2, 15]",0
On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,Off,On,0.07355451583862305,3.040715217590332,"[80, 35, 2, 2, 15]",0
Off,Off,On,On,Off,Off,Off,On,Off,Off,On,On,Off,On,Off,On,On,On,Off,On,0.07359933853149414,3.04175066947937,"[80, 35, 2, 2, 15]",0
Off,Off,Off,On,Off,On,On,Off,Off,On,On,On,On,On,On,Off,On,On,Off,On,0.07372522354125977,2.9633193016052246,"[80, 35, 2, 2, 15]",0
Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,Off,On,Off,Off,On,On,Off,On,0.07446432113647461,3.0692479610443115,"[80, 35, 2, 2, 15]",0
Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,0.07469606399536133,3.132244825363159,"[80, 35, 2, 2, 15]",0
Off,On,Off,On,Off,Off,On,On,Off,On,On,On,Off,Off,On,On,Off,On,Off,Off,0.07469773292541504,3.003192901611328,"[80, 35, 2, 2, 15]",0
On,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,Off,On,0.0750725269317627,3.0418648719787598,"[80, 35, 2, 2, 15]",0
Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,On,On,Off,On,Off,Off,0.07520818710327148,3.075545310974121,"[80, 35, 2, 2, 15]",0
Off,On,On,Off,Off,Off,Off,Off,Off,Off,On,On,Off,Off,On,On,On,On,Off,On,0.07536721229553223,3.146243095397949,"[80, 35, 2, 2, 15]",0
Off,On,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,On,0.07540059089660645,3.133293867111206,"[80, 35, 2, 2, 15]",0
Off,Off,Off,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,On,0.07555818557739258,3.0235047340393066,"[80, 35, 2, 2, 15]",0
Off,Off,Off,On,Off,On,On,Off,Off,On,Off,On,On,On,On,On,On,On,Off,On,0.07572102546691895,3.0616822242736816,"[80, 35, 2, 2, 15]",0
Off,Off,Off,On,Off,On,Off,On,Off,On,On,On,On,On,Off,On,On,On,Off,On,0.0759127140045166,3.059583902359009,"[80, 35, 2, 2, 15]",0
