fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
Off,On,On,Off,Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,0.07317399978637695,2.764627695083618,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,On,Off,Off,On,Off,Off,On,On,On,Off,Off,On,Off,Off,Off,Off,On,Off,0.07507610321044922,2.760324716567993,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,Off,Off,On,On,Off,On,Off,On,On,Off,On,On,Off,On,On,On,On,Off,0.07584166526794434,2.8398330211639404,"[70, 5, 2, 3, 5]",0.709090909090909
On,Off,Off,Off,Off,Off,On,On,Off,On,On,Off,Off,Off,Off,On,On,On,On,Off,0.07772445678710938,2.8998494148254395,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,Off,Off,On,On,On,On,Off,On,On,Off,On,On,Off,Off,On,Off,On,Off,0.07786250114440918,2.8940505981445312,"[70, 5, 2, 3, 5]",0.709090909090909
On,On,On,Off,Off,On,On,On,On,On,Off,Off,Off,Off,On,Off,Off,On,On,On,0.07793092727661133,2.8713624477386475,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,Off,Off,Off,Off,On,Off,0.07804369926452637,2.8926198482513428,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,Off,On,Off,On,On,Off,0.07864594459533691,2.8667070865631104,"[70, 5, 2, 3, 5]",0.709090909090909
On,On,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,0.07879400253295898,2.8864171504974365,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,Off,Off,Off,On,On,On,Off,On,Off,Off,On,On,Off,Off,On,Off,On,Off,0.07897400856018066,2.7877957820892334,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,On,Off,Off,On,Off,Off,On,On,On,Off,Off,On,On,Off,Off,Off,Off,Off,0.07936668395996094,2.925368309020996,"[70, 5, 2, 3, 5]",0.709090909090909
On,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,On,Off,Off,On,On,On,0.07952213287353516,2.7328426837921143,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,Off,On,Off,Off,Off,On,On,On,On,Off,Off,On,Off,On,Off,On,On,On,0.07954907417297363,2.813417434692383,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,On,Off,Off,Off,Off,On,On,On,On,Off,On,On,Off,Off,Off,Off,On,Off,0.07972121238708496,2.933504819869995,"[70, 5, 2, 3, 5]",0.709090909090909
On,On,Off,Off,On,Off,Off,On,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,0.08075618743896484,2.9140446186065674,"[70, 5, 2, 3, 5]",0.709090909090909
On,On,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,On,Off,Off,On,On,On,0.08081269264221191,2.80324125289917,"[70, 5, 2, 3, 5]",0.709090909090909
On,On,On,Off,On,Off,On,On,On,Off,On,On,Off,Off,On,On,On,Off,Off,Off,0.08087706565856934,2.7766826152801514,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,On,Off,Off,On,On,On,On,On,On,Off,On,On,Off,On,On,On,On,Off,0.08112525939941406,2.8896644115448,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,0.08133959770202637,2.912041187286377,"[70, 5, 2, 3, 5]",0.709090909090909
Off,On,On,Off,Off,On,Off,Off,On,Off,On,On,Off,On,On,Off,Off,Off,Off,Off,0.08206701278686523,2.7814810276031494,"[70, 5, 2, 3, 5]",0.709090909090909
