innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
515,519031829,273,723856191,10851721,976461799,107108,145852677,2,27,11958490074,13445,381839971,99,85185594,minimal,6089,14325860,100,161556,479.59,40.21640110015869,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
453,358896741,498,97780379,57811915,981627916,123786,62583242,2,60,10688345842,18210,3821807442,107,61175324,full,2852,78944846,71,712136,463.8,39.823694944381714,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
228,806317250,822,411224433,64038088,581583056,10522,540363962,0,24,12287117668,12203,3774398575,123,95967694,full,5344,60374783,9,800183,446.88,40.56286573410034,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
764,883872133,1375,529970209,134149651,502128574,38470,727874373,2,30,14804411718,29800,2354212710,34,73870787,minimal,388,98988328,72,629093,444.63,41.057767391204834,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
260,9526235,7451,361445855,111841833,273644721,56670,1058310331,0,88,13661430769,11411,3438314549,51,42714852,full,3673,29810740,29,569930,441.0,40.35091948509216,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
423,132204247,1978,353024302,29256605,919242357,94830,15643622,2,98,11593675893,894,3638756941,84,88298274,noblob,6840,53820800,46,944583,440.91,39.80004596710205,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
722,687974249,2285,610587063,77372116,693579420,128443,781109511,0,74,12101822747,28089,2140668270,66,11602792,full,8284,60800879,78,138154,438.05,40.98093128204346,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
440,395101532,750,934967446,63363065,378211402,3450,217276430,2,42,11714240610,26132,1013362171,44,56726546,full,7687,85651165,46,990213,435.47,39.864341497421265,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
894,789653693,1732,101050111,62790775,514199765,78428,210457199,2,76,11925947086,24546,1403366299,128,8722997,noblob,8059,130097351,35,294983,434.87,39.976588010787964,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
174,618352417,6273,221728462,37515587,820878249,7369,376888498,0,74,12928591981,23907,477914238,35,128928432,minimal,2814,25933154,49,401814,434.55,41.340110301971436,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
685,636418196,382,375862444,56803451,847248895,110231,77645855,2,33,14691768144,19046,3533665065,12,129237666,full,5262,96077917,63,300798,428.33,40.10532593727112,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
871,173781214,20947,907505704,89945537,278218403,83717,701977148,0,11,14670955928,16107,3408553847,60,15552015,full,7082,39175282,69,778463,425.98,40.844730615615845,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
712,414675374,11777,922096643,100467658,869227610,81680,563868324,0,21,14846803984,275,2687221615,125,105784052,full,6668,66355636,14,312771,425.19,40.901676177978516,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
118,696858526,5019,537740824,121440387,490971122,20158,858628329,0,27,12987984304,5197,267112575,106,72679259,noblob,7985,77144439,100,987105,423.42,41.03079795837402,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
458,707301492,17235,371887457,4394012,591502689,66715,942495598,0,0,13856935856,18111,1994752469,28,65736670,noblob,4337,80437799,97,456112,422.32,40.696563959121704,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
659,164392166,11193,914421405,118123439,532321811,62164,620308004,0,98,11098411100,4983,4178827812,92,68738638,full,6429,93774127,84,44513,421.12,41.20925283432007,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
211,1008553425,24844,320532699,114065644,1003998635,88437,907287574,2,5,14671514795,25922,3740567718,44,113278036,minimal,5710,7112396,27,624640,417.87,40.867358446121216,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
201,730338215,1601,753174751,131174772,737029131,88901,174021756,2,45,14184018323,27903,2707765195,28,64120490,minimal,601,30741816,100,663956,412.11,39.95772099494934,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
845,893145137,1303,630740973,47985208,608206569,117243,14165692,0,75,12706292959,7630,4153787886,40,29760005,noblob,2739,127522132,64,517056,411.25,41.31593036651611,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
4,45319529,3194,130518019,118861842,87810533,102841,561665935,2,99,13959297252,24579,4045582427,118,57027736,minimal,6622,22491653,22,609374,406.41,40.11789107322693,"[30, 35, 15000, 4, 0.5]",0.9151515151515152
