innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
515,519031829,273,723856191,10851721,976461799,107108,145852677,2,27,11958490074,13445,381839971,99,85185594,minimal,6089,14325860,100,161556,390.26,254.59824538230896,"[180, 50, 100000, 4, 0.5]",1
453,358896741,498,97780379,57811915,981627916,123786,62583242,2,60,10688345842,18210,3821807442,107,61175324,full,2852,78944846,71,712136,384.49,257.95847964286804,"[180, 50, 100000, 4, 0.5]",1
440,519031829,273,717411957,63363065,378211402,107108,145852677,2,27,11958490074,26132,1013362171,44,85185594,full,6089,85651165,100,990213,364.26,248.50214219093323,"[180, 50, 100000, 4, 0.5]",1
440,395101532,273,723856191,63363065,976461799,107108,145852677,2,27,11958490074,26132,1013362171,44,56726546,minimal,6089,14325860,46,161556,370.26,245.83225965499878,"[180, 50, 100000, 4, 0.5]",1
228,806317250,822,411224433,64038088,581583056,10522,540363962,0,24,12287117668,12203,3774398575,123,95967694,full,5344,60374783,9,800183,361.02,251.01710438728333,"[180, 50, 100000, 4, 0.5]",1
515,395101532,750,934967446,10851721,976461799,3450,217276430,2,42,11714240610,13445,381839971,99,56726546,minimal,7687,14325860,46,161556,347.5,249.78630900382996,"[180, 50, 100000, 4, 0.5]",1
881,789653693,822,411224433,62790775,514199765,10522,540363962,2,24,11925947086,12203,1403366299,128,8722997,noblob,1100,130097351,35,800183,328.77,248.66440773010254,"[180, 50, 100000, 4, 0.5]",1
764,883872133,1375,529970209,134149651,502128574,38470,727874373,2,30,14804411718,29800,2354212710,34,73870787,minimal,388,98988328,72,629093,327.31,249.1337594985962,"[180, 50, 100000, 4, 0.5]",1
228,687974249,2285,610587063,77372116,581583056,128443,781109511,0,24,12101822747,28089,2140668270,123,95967694,full,8284,60374783,78,138154,297.0,248.59658885002136,"[180, 50, 100000, 4, 0.5]",1
764,883872133,273,723856191,134149651,502128574,38470,727874373,2,27,11958490074,13445,381839971,99,85185594,minimal,2509,14325860,100,161556,373.5,251.56867003440857,"[180, 50, 100000, 4, 0.5]",1
406,883872133,1978,529970209,134149651,919242357,38470,15643622,2,30,11593675893,29800,3638756941,34,73870787,noblob,6840,53820800,46,944583,299.11,247.35040378570557,"[180, 50, 100000, 4, 0.5]",1
260,9526235,7451,361445855,111841833,273644721,56670,1058310331,0,88,13661430769,11411,3438314549,51,42714852,full,3673,29810740,29,569930,290.6,242.3831648826599,"[180, 50, 100000, 4, 0.5]",1
423,132204247,1978,353024302,29256605,919242357,94830,15643622,2,98,11593675893,894,3638756941,84,88298274,noblob,6840,53820800,46,944583,302.76,243.63883709907532,"[180, 50, 100000, 4, 0.5]",1
764,132204247,1375,353024302,29256605,502128574,94830,727874373,2,98,14804411718,894,2354212710,84,88298274,minimal,388,98988328,72,629093,302.64,252.71699857711792,"[180, 50, 100000, 4, 0.5]",1
722,687974249,2285,610587063,77372116,693579420,128443,781109511,0,74,12101822747,28089,2140668270,66,11602792,full,8284,60800879,78,138154,321.31,258.96563839912415,"[180, 50, 100000, 4, 0.5]",1
228,806317250,1732,101050111,64038088,581583056,78428,210457199,0,76,12287117668,24546,3774398575,123,95967694,full,8059,60374783,9,294983,306.91,249.46988725662231,"[180, 50, 100000, 4, 0.5]",1
440,395101532,750,934967446,63363065,378211402,3450,217276430,2,42,11714240610,26132,1013362171,44,56726546,full,7687,85651165,46,990213,356.75,248.82589960098267,"[180, 50, 100000, 4, 0.5]",1
894,789653693,1732,101050111,62790775,514199765,78428,210457199,2,76,11925947086,24546,1403366299,128,8722997,noblob,8059,130097351,35,294983,309.45,249.7272732257843,"[180, 50, 100000, 4, 0.5]",1
174,618352417,6273,221728462,37515587,820878249,7369,376888498,0,74,12928591981,23907,477914238,35,128928432,minimal,2814,25933154,49,401814,291.61,250.176851272583,"[180, 50, 100000, 4, 0.5]",1
557,519031829,750,934967446,43598052,378211402,3450,217276430,2,42,11472270778,13445,381839971,99,85185594,full,7687,85651165,100,990213,348.86,248.09078407287598,"[180, 50, 100000, 4, 0.5]",1
