innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
370,890892285,178,982997814,107220089,1017641208,122326,711332035,0,28,13826216080,21164,1387750402,59,72400683,noblob,5438,126047483,5,546890,354.89,250.28530383110046,"[180, 50, 100000, 4, 0.5]",1
370,890892285,178,33333361,97364511,859824532,1583,711332035,0,28,13826216080,21164,3213428451,59,125857729,noblob,5353,92195453,5,546890,343.0,254.54163360595703,"[180, 50, 100000, 4, 0.5]",1
370,890892285,178,33333361,97364511,859824532,1583,471521804,0,28,13826216080,21164,3213428451,59,72400683,noblob,5353,92195453,5,546890,342.15,253.76337814331055,"[180, 50, 100000, 4, 0.5]",1
902,294865004,178,142151054,97364511,1045847445,122326,397818486,0,33,14099398967,21551,3213428451,59,72400683,noblob,4389,126047483,23,574022,340.55,253.6832926273346,"[180, 50, 100000, 4, 0.5]",1
370,294865004,178,33333361,97364511,859824532,122326,471521804,0,33,14099398967,21164,3213428451,59,72400683,minimal,4389,54858935,5,546890,339.95,251.69920778274536,"[180, 50, 100000, 4, 0.5]",1
370,301074403,178,33333361,47208220,859824532,38838,471521804,0,28,13826216080,21164,3812172623,59,72400683,noblob,5353,92195453,5,546890,339.11,249.95956444740295,"[180, 50, 100000, 4, 0.5]",1
370,890892285,178,33333361,97364511,859824532,1583,471521804,0,28,13826216080,21164,3213428451,59,72400683,minimal,5353,92195453,5,546890,339.0,248.66268134117126,"[180, 50, 100000, 4, 0.5]",1
902,301074403,178,33333361,47208220,1045847445,38838,397818486,0,28,14099398967,21164,3213428451,59,72400683,noblob,4389,126047483,5,574022,338.68,255.30148124694824,"[180, 50, 100000, 4, 0.5]",1
370,301074403,178,142151054,97364511,859824532,122326,471521804,0,33,13826216080,21551,1078399726,59,72400683,noblob,5353,92195453,23,546890,338.56,250.99367547035217,"[180, 50, 100000, 4, 0.5]",1
370,301074403,178,33333361,107220089,1017641208,115704,711332035,0,28,13826216080,21164,3213428451,59,47522005,noblob,4389,126047483,5,546890,338.53,249.85635924339294,"[180, 50, 100000, 4, 0.5]",1
902,301074403,178,142151054,97364511,1045847445,122326,397818486,0,33,14099398967,21551,3213428451,59,72400683,noblob,4389,126047483,23,574022,338.52,248.7117838859558,"[180, 50, 100000, 4, 0.5]",1
370,359240598,178,982997814,97364511,225390864,122326,84762791,2,33,14099398967,18877,1387750402,115,72400683,noblob,5853,126047483,2,574022,338.48,249.6451292037964,"[180, 50, 100000, 4, 0.5]",1
667,301074403,178,33333361,47208220,1045847445,38838,397818486,0,28,14099398967,21164,3213428451,59,72400683,noblob,4389,126047483,5,574022,338.45,251.0748908519745,"[180, 50, 100000, 4, 0.5]",1
370,301074403,178,142151054,97364511,859824532,122326,471521804,0,33,13826216080,21164,3213428451,59,72400683,noblob,5353,92195453,5,546890,338.19,255.8411169052124,"[180, 50, 100000, 4, 0.5]",1
370,890892285,178,897456074,97364511,1017641208,122326,471521804,2,33,14099398967,18877,1387750402,59,72400683,noblob,5438,126047483,42,574022,337.6,254.05884218215942,"[180, 50, 100000, 4, 0.5]",1
370,294865004,178,142151054,112568781,472259566,122326,397818486,0,33,14099398967,21551,3319529861,59,72400683,noblob,4389,54858935,23,574022,337.54,250.37230491638184,"[180, 50, 100000, 4, 0.5]",1
370,1022012172,178,897456074,97364511,1017641208,122326,471521804,0,39,14099398967,21551,3213428451,59,72400683,noblob,5438,54858935,42,574022,337.41,255.38576555252075,"[180, 50, 100000, 4, 0.5]",1
370,294865004,178,142151054,112568781,1045847445,122326,397818486,0,33,14099398967,21551,3213428451,59,72400683,noblob,4389,54858935,23,905483,337.34,251.42118740081787,"[180, 50, 100000, 4, 0.5]",1
370,301074403,178,33333361,107220089,1017641208,115704,471521804,0,28,13826216080,21164,263426964,59,47522005,minimal,4389,126047483,5,546890,337.3,247.93839406967163,"[180, 50, 100000, 4, 0.5]",1
370,301074403,178,33333361,59041504,859824532,122326,397818486,0,33,14099398967,21551,1078399726,59,72400683,minimal,4389,54858935,5,546890,337.02,251.1000292301178,"[180, 50, 100000, 4, 0.5]",1
