ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
Off,On,Off,Off,On,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,0.07295513153076172,42.92099070549011,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,0.07816195487976074,42.77990198135376,"[10, 50, 6, 4, 50]",1
On,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,On,Off,On,Off,On,On,0.0791773796081543,42.97476387023926,"[10, 50, 6, 4, 50]",1
Off,On,Off,On,On,Off,On,Off,On,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,0.08034157752990723,42.859273195266724,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,0.08128905296325684,43.041203022003174,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,On,On,0.08143472671508789,42.847201347351074,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,0.08150815963745117,43.03057360649109,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,Off,0.08189177513122559,42.7418258190155,"[10, 50, 6, 4, 50]",1
On,On,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,On,Off,0.08198785781860352,42.602863788604736,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,On,On,Off,Off,On,On,On,Off,Off,On,On,Off,On,On,Off,Off,0.08217978477478027,42.86407399177551,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,0.0825955867767334,42.85529088973999,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,Off,Off,Off,Off,On,On,Off,0.08262348175048828,42.72904109954834,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,0.08296322822570801,42.62645649909973,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,0.08312153816223145,42.88869547843933,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,On,On,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,0.08366894721984863,42.98684358596802,"[10, 50, 6, 4, 50]",1
Off,On,Off,On,On,On,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,0.0843665599822998,42.997053384780884,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,Off,Off,On,On,0.08508563041687012,42.8303337097168,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,On,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,0.08553934097290039,42.73560619354248,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,Off,Off,On,Off,Off,On,On,On,0.08569765090942383,42.75515270233154,"[10, 50, 6, 4, 50]",1
Off,On,Off,On,Off,On,On,Off,On,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,0.08591890335083008,42.864763259887695,"[10, 50, 6, 4, 50]",1
