inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,25,3,3,15,0.7333333333333332,3.1296946525573732,0
90,10,3,1,15,0.3696969696969697,2.8169174671173094,0
60,35,1,4,35,0.7333333333333332,3.4189522743225096,0
90,20,3,1,5,0.49090909090909085,2.818721079826355,0
60,20,1,3,5,0.17575757575757575,2.774443793296814,0
70,15,1,3,10,0.10303030303030303,2.7641184329986572,0
50,20,1,1,10,-0.7939393939393938,2.739585852622986,0
90,25,1,3,5,0.13939393939393938,2.7738627672195433,0
90,20,1,1,5,0.13939393939393938,2.77702317237854,1
60,5,2,3,35,0.5030303030303029,3.4100136756896973,1
