inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,10,1,2,25,0.33333333333333326,2.9639221906661986,0
60,15,1,1,5,0.29696969696969694,2.8324175596237184,0
50,25,1,2,5,0.29696969696969694,2.762323331832886,0
90,25,2,3,15,0.38181818181818183,3.5227552175521852,0
50,25,1,2,25,-0.5636363636363636,2.7870460510253907,1
50,35,3,4,20,0.11515151515151514,4.460125851631164,1
50,10,2,1,25,0.10303030303030303,2.8781869888305662,1
60,5,1,1,5,-0.29696969696969694,2.8034214973449707,1
70,25,1,3,35,0.01818181818181818,2.825429368019104,1
90,25,1,2,25,0.07878787878787878,2.8287199258804323,1
