inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
80,25,2,2,5,0.8424242424242423,2.8393932580947876,0
80,25,1,2,10,0.6848484848484848,2.7577444076538087,0
60,25,1,2,5,0.2727272727272727,2.782249855995178,1
80,25,1,2,5,0.13939393939393938,2.7635162591934206,1
50,35,2,2,5,0.3696969696969697,2.838616895675659,1
80,5,1,4,5,0.32121212121212117,2.8220999240875244,1
70,10,1,3,10,0.5636363636363636,2.854300022125244,1
80,20,3,2,5,0.16363636363636364,2.7757405757904055,1
80,20,1,3,5,0.49090909090909085,2.849228858947754,1
80,15,1,2,5,-0.43030303030303024,2.7921119928359985,2
