inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,35,3,1,5,0.7696969696969697,2.7657928705215453,0
90,25,1,2,25,0.18787878787878787,2.7390066146850587,0
60,25,1,2,5,0.4787878787878787,2.7912545680999754,1
90,20,2,2,15,0.6727272727272726,2.949742841720581,1
60,25,1,4,5,-0.12727272727272726,2.7749491214752195,1
60,35,1,2,5,-0.01818181818181818,2.7792934656143187,1
80,25,2,2,5,-0.04242424242424241,2.794928956031799,2
90,35,2,2,25,0.6606060606060605,3.04762225151062,2
60,5,3,3,10,0.38181818181818183,2.820675015449524,2
90,15,3,3,15,0.3939393939393939,2.9360413789749145,2
