maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
604,384,13985,54340,72483,23,231,false,14396,true,145151,13292,41961,false,8389,42348,37694,203,589101,6,1586.82,20.08354640007019,"[6, 30, 20, False]",0
11617,902,36374,21156,11791,32,387,false,45676,true,209151,23668,63854,false,2435,58422,5682,532,359669,6,1523.48,20.06849193572998,"[6, 30, 20, False]",0
3304,614,58354,39630,51065,139,341,true,4862,false,249379,40886,17051,true,53837,8021,44277,335,344822,7,1509.56,20.07482075691223,"[6, 30, 20, False]",0
604,10,23824,21156,12280,32,231,true,11418,true,145151,13292,63854,false,2435,42348,37694,920,589101,6,1508.29,20.082269191741943,"[6, 30, 20, False]",0
3626,709,39528,2955,56939,81,479,true,33501,true,494236,49939,41098,true,10291,8870,15560,524,500502,5,1505.52,20.08096981048584,"[6, 30, 20, False]",0
12319,384,41543,54340,63131,23,115,false,14396,true,145151,46451,41961,false,8389,62133,10526,203,99771,2,1494.3,20.08025622367859,"[6, 30, 20, False]",0
12319,553,41543,2792,91438,6,153,true,14396,true,145151,31918,24375,false,8389,53105,42320,685,99771,2,1479.34,20.08723473548889,"[6, 30, 20, False]",0
16930,318,30513,14005,95050,167,238,false,52674,false,330666,53932,1619,true,46891,6941,19751,860,100641,10,1474.64,20.0848491191864,"[6, 30, 20, False]",0
5963,36,39528,59002,22640,81,479,true,33501,false,578751,18806,1972,false,10291,8870,15560,524,489325,6,1472.76,20.069510459899902,"[6, 30, 20, False]",0
2708,10,33532,21156,12280,32,77,true,4862,true,550566,3050,63854,false,2435,8021,64779,920,359669,5,1470.05,20.08003282546997,"[6, 30, 20, False]",0
16930,614,30513,14005,51065,31,341,true,22263,false,330666,40886,10815,true,46891,6941,44277,335,100641,8,1467.85,20.078442811965942,"[6, 30, 20, False]",0
5963,36,57004,59002,22640,8,180,true,51044,true,578751,18806,1972,false,23149,30800,32266,544,489325,6,1467.47,20.07442879676819,"[6, 30, 20, False]",0
11617,614,58354,17111,51065,31,341,true,22263,false,249379,40886,10815,false,38020,27283,44277,335,330328,8,1458.56,20.081013441085815,"[6, 30, 20, False]",0
3626,513,57004,2955,56939,8,180,true,51044,true,494236,49939,41098,true,23149,30800,32266,544,500502,5,1455.53,20.075784921646118,"[6, 30, 20, False]",0
2708,11,33532,19315,12280,234,330,true,4862,true,127014,10666,63854,false,60020,8021,64779,920,525150,7,1448.27,20.07410216331482,"[6, 30, 20, False]",0
11806,553,15249,2792,91438,6,153,true,52277,false,189284,31918,24375,false,31454,53105,42320,685,366940,2,1442.08,20.079365730285645,"[6, 30, 20, False]",0
2708,384,13985,54340,72483,23,77,false,4862,true,550566,57725,41961,false,8389,8021,64779,203,359669,5,1440.33,20.079078197479248,"[6, 30, 20, False]",0
2708,10,33532,21156,12280,32,77,true,4862,true,550566,3050,63854,false,2435,8021,64779,920,359669,6,1435.24,20.091814279556274,"[6, 30, 20, False]",0
12319,10,33532,54340,12280,32,115,false,4862,true,550566,3050,63854,false,8389,62133,64779,920,99771,2,1434.44,20.073410987854004,"[6, 30, 20, False]",0
3304,139,46823,39630,13291,139,62,true,23665,true,267230,23668,17051,false,53837,12159,34076,532,580613,2,1431.81,20.071220636367798,"[6, 30, 20, False]",0
